# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), reg., NRMSE (mean), (std)
5,300,300,0.400,0.400,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-04,0.9030,1.455007e-01
5,300,300,0.400,0.400,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-06,1.2373,9.915659e-02
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,60.7651,8.439220e+01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,0.9410,2.540439e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,0.9411,3.079683e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,1.1641,3.299254e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,1.4444,3.716974e-02
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,100000.0000,0.000000e+00
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,1.2228,4.273222e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,0.9913,2.888987e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,0.6048,1.028187e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,1.1426,2.535475e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,1.2058,1.745151e-01
5,300,300,0.850,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,33334.1390,4.713988e+04
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,1.4036,1.048165e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,1.1086,2.062398e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,1.0367,1.245428e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.4075,8.425805e-02
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.1666,5.924393e-02
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,20.8658,2.747616e+01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,1.4191,1.014681e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,1.1145,2.041298e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,1.0600,1.967447e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,1.4164,1.355210e-01
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,0.6998,7.393035e-02
5,300,300,0.850,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,1.1187,2.053129e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,1.2982,5.384910e-02
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,1.0447,2.968167e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,1.0587,3.243842e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,41.3836,5.681924e+01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,1.2752,2.669746e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,7661.3461,1.083268e+04
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,1.4270,4.155246e-02
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,1.1580,1.708756e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,1.1255,2.186397e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,1.3704,1.429154e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,0.9097,1.606400e-01
5,300,300,0.850,0.100,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,1.1632,1.282316e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,1.2720,3.124244e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,1.1754,2.099330e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,1.2056,2.927174e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,1.5304,4.953402e-02
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,1.2769,2.169392e-02
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,1.1629,1.561950e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,1.3639,2.410513e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,1.0762,2.803616e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,1.2417,1.762852e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,53.1499,7.298659e+01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,1.0687,1.962423e-01
5,300,300,0.850,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,1.0177,2.150074e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,1.2781,1.039593e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,1.0829,2.714545e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,1.2005,3.017564e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,0.9099,1.811265e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,1.3413,8.569009e-02
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,33333.9787,4.714000e+04
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,1.4615,4.807784e-02
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,0.8514,9.649033e-02
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,1.0495,2.682513e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,1.1667,2.521047e-01
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,0.7080,8.326932e-02
5,300,300,0.850,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,1.2440,2.266465e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,0.8467,8.684171e-02
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,0.7745,5.781899e-02
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,0.8765,2.917308e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,1.1432,1.772283e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,1.2210,1.583241e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,0.6896,6.109396e-02
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,0.9417,1.833157e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,0.7681,1.620707e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,0.8042,1.659336e-01
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,0.8456,3.304206e-02
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,0.6747,1.016453e-02
5,300,300,0.500,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,0.6878,7.994538e-02
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,0.9300,1.150196e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,0.9305,2.266802e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,0.8345,1.831721e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.1934,6.300874e-02
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.1444,1.402131e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,1.1220,1.229601e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,0.7570,1.059704e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,0.6902,2.549904e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,0.6516,1.261930e-01
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,0.7604,2.431868e-02
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,0.6857,6.404631e-02
5,300,300,0.500,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,0.6260,8.726033e-02
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,0.8788,1.367725e-01
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,0.8229,9.780827e-02
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,1.0021,1.158382e-01
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,1.2623,3.730155e-02
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,1.0277,2.873952e-01
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,0.8400,2.073783e-01
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,1.0035,7.171250e-02
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,0.8206,1.682417e-01
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,0.6792,1.093147e-01
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,0.7800,9.818951e-02
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,0.8088,5.975781e-02
5,300,300,0.500,0.100,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,0.6115,1.030357e-01
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,0.8134,1.466896e-01
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,0.9486,1.943150e-01
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,0.7289,3.890539e-02
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,1.0491,1.165581e-01
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,1.2167,4.343191e-02
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,0.7995,9.260069e-02
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,0.7824,8.701456e-02
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,0.8088,2.401731e-01
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,0.7299,6.810740e-02
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,0.6193,1.244099e-01
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,0.8558,7.508322e-03
5,300,300,0.500,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,0.7703,2.273852e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,0.8256,2.873277e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,0.9502,9.924514e-02
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,0.8584,2.046998e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,0.8389,2.175342e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,1.2539,7.452584e-02
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,0.7696,2.660297e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,0.8371,8.782819e-02
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,0.9087,1.226323e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,0.6315,1.053579e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,0.6947,1.058775e-01
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,0.9511,9.431460e-02
5,300,300,0.500,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,0.8811,1.842120e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,0.6904,7.802866e-02
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,1.3624,8.409808e-03
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,0.8232,2.644343e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,0.7870,1.839189e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,1.4271,1.015124e-02
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,0.6686,1.522292e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,0.8158,1.413964e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,1.3730,1.187272e-02
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,0.5494,3.560505e-02
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,0.7504,1.404024e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,1.3559,1.064880e-01
5,300,300,0.100,0.800,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,0.7212,2.751391e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,0.6695,4.745886e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,1.2967,3.677910e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,0.9309,2.486297e-01
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.1010,1.456177e-01
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.4101,2.147630e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,1.0558,2.208851e-01
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,0.6413,3.210451e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,1.3122,2.831172e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,0.9590,1.699528e-01
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,0.8483,2.453308e-01
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,1.3130,1.411892e-02
5,300,300,0.100,0.800,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,0.9254,2.361010e-01
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,0.8070,1.704891e-01
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,1.3378,6.295387e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,0.9145,2.609659e-01
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,0.7328,1.051702e-01
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,1.4650,1.121556e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,1.1358,1.950319e-01
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,0.7392,9.938515e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,1.4013,1.783858e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,0.7144,5.546250e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,0.5941,4.405714e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,1.3485,4.016354e-02
5,300,300,0.100,0.800,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,0.6152,4.559561e-02
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,0.7301,1.197267e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,1.2780,1.419136e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,0.9503,1.336763e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,0.8299,1.665507e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,1.4327,4.487705e-02
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,0.6609,4.208700e-02
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,0.8145,1.686881e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,1.2676,1.267832e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,0.8009,2.506681e-01
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,0.6310,1.459786e-02
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,1.3465,5.263733e-02
5,300,300,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,0.6196,1.545426e-01
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,0.6477,8.541720e-02
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,1.3538,2.120647e-02
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,0.7526,1.306266e-01
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,0.8853,2.335423e-01
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,1.3919,4.373869e-02
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,0.9297,3.033402e-01
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,0.5950,3.827960e-02
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,1.3610,1.498287e-02
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,1.0531,1.736368e-01
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,0.6754,1.398265e-01
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,1.3006,2.910831e-02
5,300,300,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,0.8413,1.148896e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,1.0607,2.675900e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,1.1175,1.302398e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,1.3221,3.798681e-02
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,0.8550,1.439634e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,1.2605,1.694545e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,1.4134,1.117335e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,1.2688,1.931777e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,1.1819,1.451820e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,1.4516,4.212844e-02
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,1.2714,1.370530e-01
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,1.1045,9.320666e-02
5,300,300,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,1.2664,3.402378e-01
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,1.4528,3.491841e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,1.3132,6.782779e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,1.3198,2.650661e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.1577,1.451383e-01
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.1946,4.377631e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,1.4647,5.881814e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,1.4674,3.127761e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,1.1647,7.428160e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,1.4142,5.689620e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,1.2841,1.174371e-01
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,1.3082,3.895761e-02
5,300,300,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,1.4355,4.576340e-02
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,0.9467,2.822954e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,1.2135,6.076036e-02
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,1.3115,2.415600e-02
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,0.7873,2.262656e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,1.1230,1.266909e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,1.4112,8.216060e-02
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,0.6575,3.375973e-02
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,1.0880,1.716937e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,1.2646,1.783635e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,0.9411,3.001453e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,1.1269,1.256745e-01
5,300,300,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,1.3961,4.926995e-02
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,1.1496,3.564776e-01
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,1.3283,6.193935e-03
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,1.3402,1.161461e-01
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,0.7369,1.054098e-02
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,33334.2173,4.713983e+04
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,1.4532,4.775224e-02
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,1.1609,1.671292e-01
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,1.3575,8.285178e-02
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,1.2908,1.628540e-01
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,1.1646,1.690203e-01
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,1.3111,7.573425e-02
5,300,300,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,1.3662,7.961752e-02
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,1.3814,7.700282e-02
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,1.1580,1.511385e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,1.2917,3.045170e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,1.0989,1.867076e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,1.0884,2.519273e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,1.3520,9.675109e-02
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,1.3118,1.476272e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,1.1276,2.140175e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,1.3291,1.386895e-01
5,300,300,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,1.4943,7.048076e-03
